2,182543,636.21
4,152629,40.87
2,50308,636.21
2,214864,636.21
2,139902,636.21
2,239176,11252.97
2,102098,11252.97
5,155534,100.00
2,176251,2395.18
2,80928,636.21
2,138884,636.21
2,51434,636.21
2,163232,636.21
2,120120,636.21
2,72801,636.21
2,220514,1815.14
2,162180,6353.08
2,214971,636.21
2,204795,636.21
2,245061,1226.6
2,107341,7453.76
2,208582,636.21
4,25092,40.87
2,176014,636.21
2,146054,636.21
2,141861,636.21
2,227683,636.21
2,194309,1226.6
2,67448,636.21
2,109972,2967.52
2,202285,636.21
2,171250,2395.18
2,196852,11252.97
2,80067,636.21
2,68435,636.21
2,25603,636.21
2,106607,636.21
2,62270,6902.65
2,238712,4109.57
2,142781,1226.6
2,1451,636.21
4,117458,40.87
2,178101,636.21
2,123725,636.21
2,93229,636.21
2,43584,636.21
2,154491,11252.97
2,117406,11252.97
2,33088,636.21
4,86714,40.87
2,125997,1226.6
2,140140,4672.44
2,126342,7453.76
2,142843,636.21
2,54231,6353.08
2,83783,636.21
2,186534,2967.52
5,44211,100.00
2,149962,636.21
2,188631,636.21
2,146024,636.21
4,14579,40.87
2,80827,636.21
2,122404,636.21
2,25704,636.21
2,158165,6353.08
2,101680,636.21
2,125800,636.21
2,86363,1226.6
2,111977,1226.6
2,124615,2395.18
2,145350,11252.97
2,169143,636.21
2,166921,636.21
2,100589,11252.97
4,231973,40.87
2,73084,636.21
2,242842,636.21
2,208720,636.21
2,227613,636.21
2,125582,636.21
2,27364,636.21
2,72606,636.21
2,198443,636.21
2,144032,636.21
2,3535,636.21
2,55497,636.21
2,71909,636.21
2,118847,11252.97
2,208057,636.21
2,20394,636.21
2,126119,636.21
2,26120,636.21
2,19940,636.21
4,174830,40.87
2,57963,636.21
2,101847,636.21
2,159165,6353.08
2,178785,1226.6
2,85462,636.21
4,208957,40.87
2,6022,636.21
2,71622,1815.14
2,197695,1226.6
2,160829,636.21
2,116022,636.21
2,8401,1815.14
2,107068,636.21
2,150947,636.21
2,192198,636.21
2,245153,636.21
2,64405,2395.18
2,139841,636.21
4,112156,40.87
2,133885,636.21
2,5593,636.21
2,74216,636.21
2,113556,636.21
2,189546,2395.18
2,93471,1815.14
2,220671,636.21
2,16042,636.21
2,171030,636.21
2,123973,1815.14
2,144883,636.21
2,248533,636.21
2,96692,8002.86
2,41995,11252.97
2,209988,636.21
2,197933,1226.6
2,184884,2395.18
5,165285,100.00
2,23413,636.21
2,196916,11252.97
2,29597,4109.57
2,51946,2967.52
2,36674,1226.6
2,151765,5794.04
2,164890,1226.6
2,223066,636.21
2,142679,636.21
2,242173,1815.14
2,160461,1815.14
2,97521,636.21
2,50083,2967.52
2,162370,1815.14
2,11732,636.21
2,241751,636.21
2,71729,6902.65
2,191854,636.21
4,193188,40.87
2,39450,636.21
4,86977,40.87
4,168392,40.87
2,185227,636.21
2,170910,636.21
2,112052,1815.14
2,157599,636.21
2,54529,636.21
2,8341,1226.6
2,67480,4672.44
5,165051,100.00
2,134017,636.21
2,22086,636.21
2,46775,11252.97
2,232464,636.21
2,214129,636.21
1,81843922,8.45
2,65366,1815.14
4,126776,40.87
2,79923,2395.18
2,14909,636.21
2,92996,636.21
2,196309,636.21
2,44963,636.21
2,174663,1815.14
2,148952,636.21
4,93016,40.87
4,70171,40.87
2,168569,636.21
2,103601,2395.18
2,17555,11252.97
4,69454,40.87
2,159147,636.21
2,189416,636.21
2,162476,4672.44
2,1460,1815.14
2,161756,4109.57
2,109601,636.21
2,46673,636.21
2,180959,636.21
2,145983,11252.97
2,42785,636.21
4,153267,40.87
2,33549,636.21
2,33187,636.21
4,170057,40.87
2,73233,636.21
2,218422,636.21
2,160270,636.21
2,199040,636.21
2,57137,3540.12
2,203253,636.21
2,83221,636.21
2,175199,11252.97
2,123724,2395.18
2,77684,2395.18
4,68187,40.87
4,60869,40.87
2,182071,11252.97
2,147632,636.21
2,193763,636.21
2,108475,6353.08
2,66506,636.21
2,52203,636.21
2,106787,636.21
2,9554,636.21
2,243375,636.21
2,246720,636.21
2,178439,636.21
2,216264,636.21
2,242873,11252.97
2,138321,1226.6
4,183407,40.87
2,64650,636.21
2,149983,636.21
2,171996,7453.76
2,234519,1226.6
2,100595,636.21
2,23203,11252.97
2,75084,636.21
4,119377,40.87
2,138275,1226.6
2,58755,636.21
2,157020,1815.14
2,219488,636.21
2,124907,1226.6
2,215147,636.21
2,205350,636.21
2,243091,636.21
2,44596,4672.44
2,230228,1226.6
2,50874,636.21
2,223005,636.21
2,49039,636.21
2,236717,11252.97
2,18570,1815.14
2,205421,636.21
2,139511,1226.6
2,220882,11252.97
2,64527,636.21
2,148101,636.21
2,78483,1226.6
2,202978,11252.97
2,101845,1226.6
2,222334,1226.6
2,204023,636.21
2,42354,636.21
2,115698,636.21
2,34948,636.21
2,85098,636.21
2,46715,1226.6
2,130773,11252.97
2,9631,636.21
2,146195,636.21
2,74033,636.21
2,11802,636.21
2,223298,1815.14
2,143708,636.21
2,80548,7453.76
2,223085,2967.52
2,87061,1226.6
2,191785,636.21
2,98402,636.21
2,26893,1226.6
4,243738,40.87
2,81778,1226.6
2,92160,636.21
2,177743,636.21
4,89678,40.87
2,30715,636.21
2,97249,636.21
2,93214,636.21
5,206423,100.00
1,1868642,8.45
2,172350,636.21
2,5540,636.21
2,213759,636.21
2,104469,1226.6
2,47310,636.21
2,197815,2395.18
2,214060,636.21
2,117420,636.21
4,232420,40.87
2,183176,636.21
2,108470,636.21
2,198877,636.21
2,14335,11252.97
2,231719,636.21
2,3159,2395.18
4,222221,40.87
4,102216,40.87
3,151666,79.88
4,75399,40.87
2,41240,11252.97
2,67076,636.21
2,85746,636.21
2,51943,9095.46
4,174853,40.87
2,34681,5236.31
2,225998,636.21
2,177134,636.21
2,14132,636.21
2,126042,636.21
2,176973,636.21
3,16990,172.63
2,92259,2395.18
4,44577,40.87
2,198938,636.21
2,248722,1226.6
2,85808,636.21
2,132328,636.21
2,83888,636.21
2,131750,11252.97
2,20393,636.21
2,88197,636.21
2,62356,636.21
4,81203,40.87
4,230239,40.87
2,183119,636.21
2,19698,9635.53
2,193446,636.21
2,10841,636.21
2,195585,636.21
2,96592,3540.12
2,33275,1226.6
2,29029,636.21
2,213306,636.21
2,17215,636.21
2,14123,636.21
2,142585,636.21
2,57437,636.21
2,53391,636.21
4,105919,40.87
2,79720,636.21
2,55676,636.21
2,135170,636.21
2,195424,636.21
2,193296,11252.97
2,25149,636.21
2,180457,636.21
2,101581,636.21
2,196687,636.21
4,37814,40.87
2,173050,636.21
2,248920,1815.14
5,146054,100.00
4,152984,40.87
2,151795,1226.6
2,155992,11252.97
2,189328,1226.6
2,67364,1226.6
2,34037,1226.6
2,206917,636.21
2,140663,2395.18
2,121290,636.21
2,173034,6353.08
2,210757,636.21
4,5000,40.87
2,105769,1226.6
2,41688,636.21
2,184602,2967.52
2,197542,11252.97
2,149411,1226.6
2,95117,636.21
2,1787,636.21
2,226507,1226.6
2,57149,636.21
4,102465,40.87
2,121312,636.21
2,52885,11252.97
2,216863,636.21
2,55831,636.21
2,162425,636.21
2,56334,11252.97
2,192024,5236.31
2,55106,2395.18
2,92940,636.21
2,50617,4672.44
2,3633,2395.18
2,201988,636.21
2,81642,11252.97
2,95400,636.21
2,60220,636.21
2,5906,2395.18
4,100461,40.87
2,201467,636.21
2,176713,636.21
2,19459,636.21
2,114400,5236.31
2,101315,2967.52
2,143604,636.21
2,84535,636.21
4,95483,40.87
4,122132,40.87
2,87951,636.21
2,193493,11252.97
2,200937,1815.14
2,46249,636.21
2,196456,1226.6
2,132572,3540.12
2,33992,2967.52
2,100609,636.21
2,128774,636.21
2,54283,636.21
2,87868,636.21
2,209511,636.21
2,76357,636.21
2,76,4109.57
2,80832,636.21
2,135647,1226.6
4,220460,40.87
2,22826,636.21
2,194794,636.21
2,69212,1226.6
2,202599,636.21
2,239284,636.21
2,223295,636.21
2,147578,11252.97
2,39974,636.21
2,215114,636.21
2,48831,636.21
2,54698,1226.6
2,61073,636.21
2,148132,11252.97
2,176054,9635.53
2,187315,636.21
2,107590,3540.12
2,138002,2395.18
2,113984,1815.14
2,106180,636.21
2,170961,10717.77
2,145246,636.21
2,22846,636.21
2,193919,1226.6
2,155479,636.21
2,189710,636.21
2,164699,636.21
2,14654,636.21
2,106398,636.21
2,27461,636.21
4,102039,40.87
2,40680,636.21
2,162876,636.21
2,80969,636.21
2,2684,636.21
2,103856,1226.6
2,149675,8550.09
2,2255,1226.6
2,180799,636.21
4,216792,40.87
2,218774,1226.6
2,134850,636.21
2,194404,3540.12
2,25139,636.21
2,130371,1226.6
2,243475,636.21
2,124590,636.21
2,85751,636.21
2,202637,636.21
2,80251,7453.76
2,2018,636.21
2,181873,636.21
2,66476,636.21
2,94475,636.21
2,62950,1226.6
2,143347,636.21
2,47715,636.21
1,33504281,8.45
4,161596,40.87
2,63320,636.21
2,174294,636.21
2,54547,636.21
2,192277,1226.6
2,186137,1226.6
2,11542,636.21
2,90276,5236.31
2,68788,11252.97
4,144872,40.87
2,103211,636.21
2,64151,636.21
2,211200,636.21
2,98904,636.21
2,125165,1226.6
2,12128,636.21
2,121029,1226.6
2,226288,636.21
2,4638,4109.57
2,85224,636.21
2,110743,1226.6
2,249509,2395.18
2,209895,636.21
2,181042,636.21
2,133268,1226.6
2,223300,1226.6
2,28654,636.21
2,122680,5236.31
2,222453,9095.46
2,75265,11252.97
2,140369,636.21
2,9395,636.21
2,192225,636.21
2,82409,636.21
2,191906,636.21
2,23561,3540.12
2,245119,636.21
2,101476,636.21
2,190126,636.21
2,71216,4672.44
2,232021,636.21
2,156151,3540.12
2,5835,636.21
2,102529,6353.08
2,249778,636.21
2,205606,636.21
2,213278,9635.53
2,87400,11252.97
2,199764,636.21
4,110566,40.87
2,205863,4109.57
2,21176,636.21
2,150550,636.21
2,92783,636.21
2,155898,636.21
2,167451,636.21
2,225754,636.21
2,165169,1815.14
2,74218,636.21
2,172327,1815.14
2,57231,636.21
2,217870,1226.6
2,45187,636.21
2,186492,636.21
2,233279,636.21
2,244949,4109.57
2,26132,636.21
2,28042,636.21
2,27848,636.21
2,191615,4109.57
2,114344,1815.14
2,193888,636.21
2,200133,1815.14
2,7330,636.21
2,113808,636.21
2,123119,636.21
2,34424,636.21
2,139427,636.21
2,154318,636.21
2,225565,636.21
2,142934,1815.14
2,110264,7453.76
4,65728,40.87
2,143813,9635.53
5,75951,100.00
4,99756,40.87
4,118405,40.87
2,193581,2967.52
2,33367,11252.97
2,179193,636.21
2,58166,636.21
2,228269,10177.45
2,5516,636.21
2,242134,636.21
2,67846,1226.6
2,139860,636.21
2,117681,1226.6
2,10675,1226.6
2,75903,1226.6
2,29308,636.21
2,83247,636.21
2,31428,636.21
2,29956,1815.14
2,152701,636.21
2,154389,1226.6
2,184197,636.21
2,176130,636.21
2,26903,636.21
2,40944,636.21
2,230927,1226.6
2,207569,636.21
2,90402,636.21
2,71702,636.21
2,224258,636.21
2,197910,636.21
4,13661,40.87
2,136638,636.21
4,89474,40.87
2,217817,636.21
2,212403,636.21
2,67696,636.21
2,217262,636.21
2,118413,636.21
2,187851,9635.53
2,136709,636.21
2,2619,11252.97
2,126497,636.21
2,153038,2967.52
2,2858,636.21
2,157823,2395.18
2,139251,3540.12
2,61140,11252.97
2,169927,636.21
2,77929,636.21
2,240924,636.21
2,223495,636.21
2,102966,636.21
2,191246,6353.08
2,146011,1226.6
2,154169,636.21
2,176418,636.21
5,112255,100.00
2,183277,636.21
2,195349,3540.12
2,48542,11252.97
2,54165,636.21
2,166950,636.21
2,141861,636.21
2,24300,636.21
2,197496,3540.12
2,154232,636.21
2,200639,636.21
2,241295,636.21
2,126890,636.21
4,73849,40.87
4,5,40.87
2,32158,636.21
2,80626,636.21
2,118477,636.21
2,71024,636.21
2,236138,636.21
2,235030,1226.6
2,97617,636.21
2,53008,636.21
4,199861,40.87
2,144345,636.21
2,157911,1226.6
2,143891,636.21
2,245038,11252.97
2,98622,1815.14
2,185854,7453.76
2,62100,4109.57
2,102539,1226.6
2,42666,1226.6
4,198412,40.87
2,96203,1815.14
4,121441,40.87
4,19016,40.87
2,67899,636.21
2,76659,636.21
2,197762,636.21
2,101574,2395.18
2,60366,636.21
2,100744,9635.53
2,200963,636.21
2,221996,636.21
2,139119,636.21
2,198975,1226.6
2,201593,4672.44
2,224717,636.21
2,246326,1815.14
2,174560,2967.52
2,115264,636.21
2,234246,636.21
4,101447,40.87
2,244110,636.21
2,108744,636.21
2,154963,636.21
4,70985,40.87
2,50823,636.21
2,129468,636.21
2,80001,11252.97
2,7839,1226.6
4,61830,40.87
2,5712,1226.6
2,34558,4672.44
2,74117,636.21
2,219334,636.21
2,169718,1226.6
2,221068,636.21
2,180632,636.21
2,1489,636.21
5,121533,100.00
2,9586,636.21
2,141798,1226.6
2,249874,636.21
2,189784,636.21
2,101615,636.21
2,97886,636.21
2,105433,1815.14
2,234721,636.21
2,68659,636.21
2,33569,636.21
2,92867,636.21
2,44256,636.21
2,41558,636.21
2,22380,1226.6
2,94433,636.21
2,50094,636.21
2,63897,1226.6
2,112297,636.21
2,36018,636.21
2,102102,4672.44
2,130431,6902.65
2,52645,636.21
2,25874,636.21
2,104522,636.21
2,164246,636.21
2,207903,636.21
2,123519,636.21
2,39732,1815.14
2,86290,636.21
2,20603,636.21
2,180232,636.21
2,152791,636.21
2,174996,636.21
2,226855,5794.04
2,86981,636.21
2,57875,2395.18
2,248636,1226.6
2,80533,1815.14
2,237518,636.21
2,209878,636.21
2,195992,636.21
2,230087,4109.57
2,35129,636.21
2,31968,636.21
2,184039,636.21
2,201609,636.21
2,55634,11252.97
2,44640,2395.18
2,41870,1815.14
2,101800,1226.6
2,136057,636.21
2,175114,636.21
2,94214,2395.18
4,72513,40.87
2,103123,636.21
2,206570,636.21
4,98177,40.87
2,198628,11252.97
2,22782,636.21
2,216817,4109.57
2,191687,636.21
2,239046,636.21
2,106534,636.21
2,240030,636.21
2,42625,8002.86
2,152038,636.21
2,73580,636.21
2,165593,636.21
2,123425,636.21
4,215207,40.87
5,163897,100.00
2,128616,11252.97
2,219128,636.21
2,99630,636.21
2,41515,1226.6
4,35119,40.87
2,137690,636.21
2,144758,1815.14
2,173639,636.21
2,188644,636.21
2,140202,636.21
2,6233,636.21
2,35158,1226.6
2,141444,636.21
4,242111,40.87
2,122993,636.21
2,123661,11252.97
2,228492,636.21
4,144743,40.87
2,88028,636.21
2,224430,1226.6
2,166531,636.21
2,46040,636.21
2,196656,636.21
2,54810,636.21
2,122324,11252.97
2,156421,636.21
2,63804,636.21
4,55937,40.87
2,213766,636.21
2,155132,636.21
2,88134,636.21
2,215238,636.21
4,160681,40.87
2,50316,636.21
2,38822,11252.97
2,53822,636.21
2,127567,636.21
2,57875,2395.18
2,25102,8550.09
2,204534,6902.65
2,205381,636.21
2,34149,636.21
2,70020,636.21
2,18740,636.21
4,161277,40.87
2,140650,4109.57
2,69406,10177.45
2,60742,636.21
2,182826,636.21
2,220958,636.21
2,54121,11252.97
2,192023,636.21
2,210886,636.21
2,221836,636.21
2,121190,636.21
2,60736,1226.6
2,8483,636.21
2,5300,636.21
2,104418,636.21
2,224619,1226.6
2,63484,636.21
2,184217,1226.6
2,249760,636.21
2,96114,636.21
3,82040,97.19
2,203848,636.21
2,645,6902.65
2,78230,636.21
2,201083,636.21
2,246178,2967.52
2,191759,636.21
2,1452,636.21
2,239144,1226.6
2,181338,6902.65
2,17043,636.21
2,247986,1815.14
2,157030,636.21
2,124810,636.21
4,118161,40.87
2,157247,636.21
2,197406,1815.14
2,88016,1815.14
2,224983,636.21
2,6568,1226.6
2,30335,636.21
2,174918,636.21
2,230447,636.21
2,177982,7453.76
2,205854,636.21
2,11295,636.21
2,22693,636.21
5,212581,100.00
2,209772,11252.97
2,65161,636.21
2,102913,1226.6
2,44803,11252.97
2,204884,636.21
2,143775,3540.12
2,12154,1226.6
5,148540,100.00
2,179163,636.21
2,17582,1226.6
2,108328,6353.08
3,210995,79.88
2,177529,3540.12
2,138777,636.21
2,207318,4109.57
2,228455,1815.14
2,246850,636.21
2,138445,636.21
2,142397,2395.18
2,165641,1226.6
2,246209,636.21
2,139008,636.21
2,148874,11252.97
2,226248,11252.97
2,71464,1815.14
4,30092,40.87
4,75483,40.87
2,180029,636.21
4,229129,40.87
2,225043,1226.6
2,7923,636.21
2,48351,636.21
2,7406,2967.52
2,56239,636.21
4,227259,40.87
2,126018,636.21
2,225861,636.21
2,113111,636.21
2,30886,636.21
2,63466,636.21
2,175788,636.21
2,182046,636.21
2,204302,636.21
2,108142,636.21
2,199909,636.21
2,10198,636.21
2,208,1815.14
2,176456,636.21
2,169942,636.21
2,188610,636.21
2,32097,1815.14
4,215929,40.87
2,114751,636.21
2,201944,636.21
2,226428,1226.6
4,116520,40.87
2,241273,636.21
2,228069,636.21
2,23769,636.21
2,182267,2967.52
2,182712,636.21
2,163163,636.21
2,240427,636.21
2,136878,2395.18
2,68988,1815.14
2,78006,636.21
2,235030,1226.6
2,186976,636.21
2,2474,636.21
2,230988,636.21
2,63578,636.21
2,638,636.21
2,151474,1815.14
2,157810,636.21
2,162625,636.21
2,190695,636.21
2,116972,636.21
2,181659,636.21
2,33265,636.21
2,89582,636.21
2,34420,1226.6
2,7387,636.21
2,220719,636.21
2,78494,2967.52
2,104991,636.21
2,186890,1815.14
2,226609,11252.97
2,142056,1815.14
2,85721,636.21
4,2165,40.87
2,205357,636.21
2,107895,636.21
4,42957,40.87
2,160814,636.21
2,119011,636.21
4,40821,40.87
2,66384,636.21
2,15555,636.21
2,185827,636.21
2,187478,636.21
2,105306,636.21
2,1436,636.21
2,234141,636.21
2,151714,636.21
2,127122,636.21
2,145822,636.21
2,8468,636.21
2,144945,2395.18
2,128869,2967.52
2,43997,2967.52
2,73773,636.21
4,34382,40.87
2,23058,636.21
2,17566,636.21
2,68938,1226.6
2,155646,636.21
4,181285,40.87
2,237946,636.21
2,201917,636.21
4,49418,40.87
2,203006,1815.14
2,85918,2395.18
4,44027,40.87
2,241975,636.21
2,43373,636.21
2,8671,636.21
2,243183,636.21
2,89175,636.21
2,24589,636.21
2,101708,636.21
2,124056,636.21
2,160313,636.21
4,3178,40.87
2,198236,636.21
2,198561,636.21
2,170251,6353.08
2,233728,636.21
2,3477,636.21
2,9994,636.21
2,240207,636.21
2,138097,4672.44
2,17902,2395.18
2,90200,636.21
2,234348,9635.53
2,84243,636.21
2,202333,1226.6
2,180566,636.21
4,241867,40.87
2,104292,636.21
2,224714,1815.14
2,56022,636.21
2,44626,636.21
2,26250,636.21
2,37109,636.21
2,102600,636.21
2,185438,636.21
2,97868,1226.6
2,235907,636.21
5,56693,100.00
2,84821,1226.6
2,171013,5236.31
2,99643,636.21
2,231386,8550.09
2,108477,636.21
2,12343,636.21
2,199963,636.21
2,55664,636.21
2,205872,636.21
2,42990,11252.97
2,69781,636.21
2,193123,636.21
2,155342,1226.6
2,207094,636.21
2,236176,636.21
2,588,1815.14
2,156173,636.21
2,63159,2967.52
2,182670,1226.6
2,123937,1226.6
2,246236,1226.6
2,133032,636.21
2,237153,636.21
2,179879,636.21
2,170616,2395.18
2,7982,636.21
2,15066,636.21
2,116374,9095.46
2,243336,2967.52
2,70229,6353.08
2,233228,636.21
2,108232,636.21
2,185363,636.21
2,62521,636.21
2,74015,2395.18
2,160157,636.21
2,139234,636.21
2,191393,636.21
2,172113,11252.97
2,242782,636.21
2,76527,636.21
2,41753,636.21
2,82327,636.21
2,111499,11252.97
2,173788,636.21
2,152059,3540.12
4,44273,40.87
2,65795,2967.52
2,98241,636.21
2,178809,1226.6
2,241419,11252.97
2,63376,636.21
2,7245,636.21
2,195482,11252.97
2,216911,636.21
2,46557,636.21
2,108573,636.21
2,224495,2395.18
2,54328,636.21
2,244117,5236.31
2,185547,636.21
2,180896,1226.6
2,165330,1815.14
5,69290,100.00
2,81722,636.21
2,28484,636.21
2,101477,636.21
2,170675,9095.46
2,83329,636.21
2,240163,1226.6
2,156664,636.21
2,198360,1815.14
5,201572,100.00
2,95009,636.21
2,179566,5794.04
2,247901,636.21
2,211769,11252.97
4,208891,40.87
2,231173,636.21
2,224891,636.21
2,222027,1815.14
4,136903,40.87
2,83215,2967.52
2,7589,636.21
2,108327,636.21
2,104977,636.21
2,64558,636.21
2,379,636.21
2,163395,1226.6
2,115112,636.21
2,157476,636.21
2,58283,636.21
2,231834,2967.52
4,127705,40.87
2,187670,1226.6
2,34850,636.21
2,104616,636.21
2,158311,636.21
2,228193,1226.6
2,46335,1226.6
2,178280,636.21
2,175524,636.21
2,189686,636.21
2,192077,1815.14
2,140292,1815.14
2,173455,3540.12
2,174974,636.21
2,242423,4672.44
2,100588,636.21
2,6170,1815.14
2,99066,636.21
2,214155,636.21
2,151555,636.21
2,240326,636.21
2,198629,636.21
2,191687,636.21
4,66386,40.87
2,239357,11252.97
2,170854,636.21
2,166532,636.21
2,93455,2395.18
2,125052,636.21
4,109890,40.87
2,210091,1815.14
4,65033,40.87
2,48651,636.21
2,24542,636.21
4,50632,40.87
2,190090,2395.18
2,44091,636.21
2,42194,636.21
2,43162,5794.04
2,115471,636.21
2,224395,2967.52
2,215400,1226.6
2,88755,636.21
2,48084,636.21
2,131334,3540.12
2,51652,636.21
2,52147,5236.31
2,234424,1815.14
2,247356,636.21
2,225998,636.21
2,21291,636.21
2,128048,4672.44
2,152411,4109.57
2,18426,636.21
2,22704,3540.12
2,185560,636.21
2,202459,1226.6
2,4489,1226.6
2,135775,1815.14
2,247315,636.21
2,77955,636.21
2,54696,636.21
2,34455,636.21
2,128883,636.21
4,234155,40.87
2,8742,636.21
2,148455,636.21
2,125460,5794.04
2,2607,5236.31
2,219652,636.21
2,181125,636.21
3,163747,79.88
2,176508,636.21
2,222613,2395.18
2,201080,636.21
2,248765,636.21
2,180234,1815.14
2,185844,636.21
2,96531,1226.6
2,179922,636.21
2,193702,2967.52
5,7732,100.00
2,168317,5794.04
2,237436,1226.6
2,12787,636.21
2,78308,636.21
2,6986,11252.97
2,212007,1815.14
2,20363,636.21
2,212117,636.21
2,12103,636.21
2,67196,3540.12
2,192462,8550.09
2,115360,11252.97
2,177106,636.21
2,88847,2967.52
2,74194,636.21
2,86493,1815.14
2,177677,636.21
2,58012,636.21
2,96177,636.21
2,142747,636.21
2,161773,636.21
2,140681,636.21
2,222705,636.21
2,248741,4672.44
2,58113,636.21
2,111191,6353.08
2,77477,636.21
2,120451,636.21
4,200383,40.87
2,19627,636.21
2,4045,636.21
5,215648,100.00
2,22521,2395.18
2,148555,636.21
2,234857,636.21
2,248653,636.21
2,15854,636.21
2,138503,636.21
4,181909,40.87
2,75311,636.21
2,236371,636.21
2,167620,1815.14
2,96966,2395.18
2,180350,636.21
2,170772,1226.6
2,96667,636.21
2,245257,636.21
4,30825,40.87
2,212515,1226.6
2,11352,1226.6
4,202178,40.87
2,225888,636.21
2,92855,636.21
2,124346,636.21
2,249464,636.21
2,12643,636.21
2,54877,636.21
2,189992,636.21
2,63918,636.21
2,136774,636.21
2,55226,1815.14
2,23214,1815.14
3,34074,119.38
2,73137,636.21
2,209758,636.21
4,82868,40.87
2,2963,2967.52
2,30931,636.21
4,90662,40.87
2,86688,636.21
2,211244,636.21
4,191718,40.87
2,51919,636.21
2,37074,6902.65
2,85271,636.21
2,72813,636.21
2,6018,636.21
2,151005,1815.14
2,216296,636.21
4,8682,40.87
2,172912,636.21
2,172902,11252.97
2,67751,636.21
2,53005,636.21
2,49339,636.21
2,15716,636.21
2,226033,636.21
2,224759,636.21
2,97630,636.21
2,90104,636.21
2,121148,636.21
2,214413,1226.6
2,111642,3540.12
2,195286,10717.77
2,232789,636.21
2,222455,636.21
2,170255,11252.97
2,201809,636.21
2,215624,636.21
2,131944,636.21
2,16979,636.21
2,101956,636.21
2,85899,636.21
